,text,lang,is_valid
18153," ellam super dhaan, name card laam thamizh la podamatingala? @karthicksubburaj",3,0
174, petta 713k likes nerkonda paarvai 721k likes,3,0
14190,kya sona jarooree hai,2,0
20051, padam polikunna thonnunne soubin oru pradhibasam thanne ambili kandit oru onnonnara fana ayi njn,4,0
10432, capable actress nte nirayilekk baby mol varumennullavar,4,0
21669,helens brothers the dioscuri took helen back and kidnapped aethra in revenge,1,0
20864,true caller p sab deekhata h,2,0
19990,ye javaanee hai deevaanee vaala bol do,2,0
20315,wait kyoo kar rahe the,2,0
22397,nahin message nahin dekha,2,0
13638, suraj ettan fans fans like ivide,4,0
4502,notably this episode contains no supernatural elements,1,0
8662,okay you are great man no words for you,2,0
11643, niraya niraya niraya.... come on thala ak..........,3,0
2047,later he studied in grenoble in france,1,0
8746, varav kandit padam 8 nilayil pottunna thonnane,4,0
6860," double agent,  c vik &  ലെന",3,0
6982,nikal le apana frustration chaki,2,0
7599, angana pritviye kanan 5 july,4,0
3140, thalivar trailer ku ‘periya oh podunga’,3,0
9565, marana kattu katta thalaiver ready....!! dharmathin thalaivan rajini back....!!!  indha pongalukku petta sweet sapidu poram.......!!!!!!,3,0
19955," oruthar mel ningga visvasam katerethekage, innoruthare yen asinge padetheringe",3,0
16216, siva anna super put not important,3,0
8439,by franz weidenreich in science new series 104no,1,0
8674,ee padam odiyan kandu niraasaeaya fansinte thallal aanennum lalettante class movikalude ezhu ayalthu varilla ennum karurhunnavar like pls.,4,0
11603,people come from hyderabad here and settle,2,0
5507,engineering line mein struggle bahut hai yaar,2,0
6714,kya mil jaayega aise karake,2,0
5749,against his better judgment mcdowell commenced campaigning,1,0
2061,so you are a girl right,2,0
12264,maee delhi mein rahata hoon aur too,2,0
10035,ladaka ya ladakee,2,0
17564,facebook ka puchha toh instagram ka bata rahee,2,0
434, ithinthe like kurayunnund kurachu mumb 184k undaayirunu ippol 117k ullu enthaa sambavam,4,0
22738,zero may have been thinking of metark,1,0
5323, tamil cinema la itha vida pudhu storyline vera ethuvum kidayathu,3,0
2992,koee londiyaan hai hee nahin,2,0
4860,katta waiting.bgm polichu oru rakshayumilla.super.megastar mammookka,4,0
22524, shakthimaan picture uh paathathum yaarukellam goosebumps moment aacho avangellam keezha irukka button uh blue aakungha,3,0
20241, ithaanu oru katta aarathakante cinema,4,0
13100,hm phir se mil gae,2,0
13569,abhee last thor ragnarok dekhee mainne third me,2,0
13596,cool baby aur bata life mein kya chal raha he,2,0
5717,mera identity document logee aur tum apana dogee,2,0
892, 10 times mela paathavanga mattum like pannunga,3,0
12546, adar item..  dislikes adichavanmark ente naduviral namaskaram ...,4,0
8846,two extensions were commissioned in 2004 ,1,0
15963, yebbaaa... padam paathitu vanthu trailer paathaalum... innum pullarikuthu,3,0
6438,tum handsome nahin ho,2,0
2421, katha than mukkiyam ana trailer semma,3,0
2901, youtube hang aaych views kaatamaatingith but likes increase aaykitte irukk,3,0
3783, mr.vandu kort la ipdilaam kaththa kudathu,3,0
19632,it is only found on the andaman islands,1,0
749,alone vandana koee nahin hai,2,0
6629,they then follow jefris signal to the tines planet,1,0
12503,lindsays scoring continued in dominating fashion,1,0
21280, last 8 sec ufff injaathi ikka ingal poliyatta,4,0
19761, enta jayetta ithu minnichekkane kazhinjya varshathe nammada pala planum polinjyu ithu athupole avaruthu.' avulla',4,0
9113, ennaa daa sedhukki vechirukkeenga frame by frame...,3,0
10003,coming december twenty ka ho jaoonga,2,0
10708,kya mil jaata h ladakee banake baat karane mhmmm,2,0
21653, ithu reel lu sarkar real lu,3,0
21791, ooro secondum mmakkayude entrik vendi waiting aayirunnu,4,0
4948,cairoli was born at pavia lombardy,1,0
2274,gv music sema valthukkal enrum thalapathy rasigan samayan maduraikaran,3,0
2117, vj sethupathi kaaga mattume indha trailer ah paakuren,3,0
10495, 1:03 style ahh  solurathu kuda style than thaliva,3,0
16017, adutha kettu manakunu. anu sitara kavya madavante clone alle. ee koode abinekunevark onm oru tulli ulup tonille avo!,4,0
13688, namma thalaivar fans 500likes quick fast kavalars,3,0
6058, aa chekkan polikan ulla ella chance um kanunnund,4,0
9370,three flags were forwarded to the public,1,0
3706,maahaul aisa banao ke vah baat karane par achchha lage,2,0
7256, 2.08 to 2.10 gun rotating style semma super,3,0
20099, engane unlike cheyyan thonnanu....ee kanikkunath kerala police nte motham avasta aanu .....,4,0
2636, ranjith kita irundhu engala kapathitanga nanri subburaj,3,0
5381, 2.o raajali song gta san andreas version :,3,0
14721,deftones is the fourth album by deftones,1,0
15591,ghar mein hilane ke lie kuchh mil nahin raha hai,2,0
19763, all kerala surya fans like adii,4,0
1415,therefore we must learn a lesson from this,1,0
19812,krayzie bone was also interviewed,1,0
5859, ithu pole bgm ulla mass trailer ithu vare iragiyittila .,4,0
16133, wtf out of 145k likes already 10k dislikes 🤣🤣,3,0
12140,the removal culminated in the forced march west that became known as the trail of tears,1,0
10699, thala neenga dhaan hero va,3,0
9728,kab kya bola mainne sentimental hoke,2,0
10064, intha mari ponungaluku ela ipdi tha nadakum thala: apdi ela nadakathu  nadakakudathu,3,0
15726, my hero is always abdul kalam,3,0
12651, rajni sir & akshay sir,3,0
14799,phir se aa gaya,2,0
5983,there are several nature reserves,1,0
22109, iwanallam yaar wantha act panna sonna...  kilattu punda maathri irukan..  ithallam paarkanumda naan uyirodu irukan🤫🤫🤫🤣🤗,3,0
12661,big b ikka annum innum top lookillum abhinayathilum,4,0
18455, edakku vannu kanukayum viewsum nokkunnathum arokke mammookka,4,0
15542, pulimurukan orma vannu ithu bb aakum sure,4,0
9060," evanukachum pondati kolandhainu sentiment irundha , apdiyaeoadi poairu, kola gandula iruken mavana kollama vida mata",3,0
14782,aur kaisee rahee marriage,2,0
9394, thala fans yaravadhu reason sollunga viswasam trailer ku vandha varaverpu en nkp ku varala,3,0
21999, thalaya kila amuka neraiyo per vela pakuraganu therithu da ana ....avaru fans erukura varaikum onnumey panna mudiyathu,3,0
5899,why are from where in india,2,0
7548, eeee paheyente sthaneth..mohanlal annn 70am vayesill eee padem cheythirinnenkill....edukam..pallikatilekh. lal ettane..allenkil dehippikam..,4,0
3293,aur baakee aapakee marjee,2,0
18760,uff oru rekshem illa ikka,4,0
18255, poli moneeee ikka thakarthu,4,0
2834, 2019 enik venam .ningal athenikku tharanam,4,0
4677,vaise ho kahaan se,2,0
3012, thala u1 erundha adhu mass dha,3,0
10545," ada ponga da,, sutta dosai yayey thirumba thirumba suttukittu..",3,0
5562, dhanushhh annaa tlgu state la mvi release pannu annaa ...,3,0
9609,pahale apana baap kaun hai ye pata kar,2,0
1284,it was the first playoff appearance for the franchise,1,0
3723, apo basha- ipo petta- thalaivar marana mass,3,0
20045,keela irukkavana kelu da mass dialogue,3,0
14573, thala fans and bgm king fans hit like,3,0
8670,to aisa bolo na,2,0
4492,usako stand lena kahate,2,0
21916, diz trailer . treat for everyone,3,0
3998,vera vera vera vera level,3,0
4194, adipoli trailer movie kanan wi8ing. oru psycho indannu prathishikaam,4,0
14401,national pipe organ register organ of birmingham cathedral,1,0
19167,to friend mila ya nahin,2,0
8688, newton enna hindi cinema orma varunnu,4,0
12810,yep a lot of times,2,0
13936, onnum parayan illa laletta u trigger again ...,4,0
10247, mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super,4,0
17189,mein chaaloo hua to tera har ekak chhed band karadoonga,2,0
21727," mokka da samii, old dialogue, same story , like vellaikaran",3,0
20596,we have proven both lemmas and have completed the proof,1,0
12427,there are 48 mammal species in national park rila,1,0
6202,i am loving your company yaar but,2,0
19985,tabiyat kharaab hai tumhaaree,2,0
9500,okinawa prefecture includes eleven cities,1,0
11920,model boyz... keeee jai jai jai,4,0
7803, trailer athra pora ennalum cinema polikaneeeerrr,4,0
13341,unhen problem hai mujh se,2,0
18168, kole gandle irke mavane  kollame vidamate🤓,3,0
2296, makkale idh verum sample kali kanenamengil nov 21 nu va,4,0
1835, vetri kootani nu marupadiyum nirupichirukku....padam asurathanam,3,0
4558, 160k like avanam ennullavar like adi,4,0
4438,ol uhh huggy kise kl raha h babu,2,0
8840,tell your excact identity,2,0
2385, ennada main scene elam trailer la vachutenga,3,0
110,you are a maharashtran,2,0
9402, ennada one million like kuda illa,3,0
11570, ith orumathiri padam akum allenki kando,4,0
17313,options and models varied from country to country,1,0
11273, haha..1.35 il raajuvettane kandavar ivide like adichee,4,0
15723,aacha hai yaar good,2,0
1905,aise hee to chaar saal nikalate hai,2,0
14900,see eg  presented as part of the  socr clt activity,1,0
37,dislike pottava kaila ketacha seththa...,3,0
18332,he was born in shanghai and graduated in physics from fudan university,1,0
9792,google search for images of calfdozers,1,0
18298,his best known work is the internationally acclaimed bestseller perfume novel 1985,1,0
7293, dislike cheyunavare odiyan urumbu kadikunathu ayrikum .,4,0
12900,at street level pedestrians are blocked from crossing by concrete barriers,1,0
5223,vo aap karake hee kee hai,2,0
12261,although it was not a circulating library it was a major reference library for research,1,0
19072, mammukka ishttam.. ith oru kola kolli item aayrkkum theercha,4,0
11205,this school closed in the 1930s,1,0
14031,ajith fans plss tailer samaya eruku like panunga vj fans marri dislike panathenga,3,0
2544,padam pathuttu trailer pakka vanthavanga mattum  like pannunga,3,0
10837, uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa,4,0
22540,this way backwards compatibility was achieved,1,0
19860,33k dislikes hiphop aadhi na fans🤣,3,0
7646, sadaram trailer powli aayaaal film il onnum.undavilla avrg film aayi othungaarund ath pole aavathirikkatte,4,0
12282,kya khoob likha hai,2,0
1864,anu sitharayude dialogue oru dheerha vanithayudethanu.. athu parayendathu sangadapettalla,4,0
20133,like : viswaasam  comment : petta,3,0
5954,aur too hee hai ye kutta,2,0
5183,annyayam not only a single mass political drama,4,0
5656,i am good and you,2,0
9881,tum hee ho bhaee,2,0
47,sala jhandu time chal raha hai,2,0
11403,an early critic of mercantilism was nicholas barbon,1,0
17753, vindum vindum repeatadichu kanunna lalettan fans undel ivide likeadi,4,0
805, video pakaraduku munadi like panta..sama trailer,3,0
13676,kyon problems bada rahee ho baby,2,0
445,more local politicians lobby for a channels survival,1,0
176, thalaivar semma mass da vera evan da,3,0
10630,my hero - ajit kumar and ajit doval.,3,0
1983,kasam se ek baar pakad lenge phir chhodenge nahin kabhee,2,0
16073, gethu kaatraru pa vikram ji.... mersalayitan.....,3,0
14755,he is currently a funeral businessman,1,0
1495,bachelor of medicine bachelor of surgery mein padhaee jyaada hotee hai,2,0
6757,prince ekaladerhan was a powerful warrior and well loved,1,0
8889,by the way i am a guy,2,0
16785,aisa na karo bechaara mar jaayega,2,0
15778, ajith morratu veriyans hit like here guys,3,0
20584, last dialogue suit for all fans,3,0
19496,the first store at point arena opened in 1859 ,1,0
16384,this phenomenon is called dichromatism,1,0
2248,basic infromation to hai hee ab tumako,2,0
21024,mainne kya kiya,2,0
3502,amtrak has a station at 27th street and lockport road,1,0
17976,vaise bhee hobby hai to usaka matalab ye nahin kee kisee bhee girl se zyaada friendship rakhalu,2,0
16852, 11m views with 791k likes,3,0
5932, thalaivar  the massss...pakathana poringa  inda kaliyoda attatha...,3,0
12942,ben comments at the stupidity of gates fighting muzzle to muzzle with redcoats,1,0
21911,so are you excited,2,0
21596, movie fullaa night la mattum shoot pannittanga pola...🤔,3,0
9576, sunny chechi en kanan matharam trailer kandavar like aadikeee.,4,0
18857, entay ponnoo kola kolli item vannu makkaleay,4,0
20951,badhiya mera bee,2,0
7257, at 1.39 u1 king of bgm,3,0
1545,onnum.. parayaan.. illaa... leavl... levalll...,4,0
3911,dekh na hai mujhe,2,0
9354,oru raksheille...mammooka love u...boom boom bgm,4,0
21110,all of you young people who served in the war,1,0
15565,mera naam le lio aake,2,0
3092,rajni's wig remains me bairava vijay...,3,0
17386,some native artists broke through,1,0
18470, malayalam text bookil kandu maranna mamagnam puthiya avatharam edukkunnu,4,0
1668,aur aaj v gaya,2,0
13746,awesome hai vo movie,2,0
22437,shaadee ka plan nahin h kya,2,0
15887,vo to nikal gayee,2,0
20805,however there was talk for several decades of building one,1,0
1797, ettaaa best wishes ettan fans onnu like chythekkew,4,0
14135,baton rouge magenet high school,1,0
9431,let w denote hourly wage,1,0
22264,legend has it that dakshayani immolated herself in this kund,1,0
18809,in my boyfriend watch it together,2,0
14373, director logesh kanagaraj  enga ooru tha coimbatore pakkam kinathukadavu avunga appa fancy vechurukaaru enaku nalla palakam,3,0
14028, dei...yaarra andha 3.4k haters.... ungala paatha sirippu dhan varudhu...thalaivar... promoted to god level...petta parrrraaaaak!!!!,3,0
21805,onn parayan illa. aadipoli. mass ikka. unni chettan polichu,4,0
13223,notable golden gloves tournament of champions winners include,1,0
11743, ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗,4,0
14311, dhanush vijay and rajinikanth veriyans hit like here,3,0
791,haan main to kab se karana chaahata hu,2,0
1395, 16+ milion views with 851k likes for a remake movie,3,0
13200,career goals and bla bla bla,2,0
10099,can be expressed in groovy as,1,0
14819,see flag of japan for more information,1,0
15061,meree real hee hai profile m check karalo same hee hai,2,0
18339,saala baar baar vahee aata hai,2,0
3988,yanaku thearinja varaikum pdam flop agum nu neanakira,3,0
4692,othaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa vera level back to the form thala....,3,0
15972, vishayam trailer onnum parayaan illa.... lub u ettaaa,4,0
5681,point break konjam real la irrukum,3,0
11193, super .... star...  chitti ..... rockzz....,3,0
13548, sooooooooooooooooooooooooooooooooooooooooo good. i didn't expect this,3,0
3505,dominated supplies be,1,0
17091, ittimani mannikunnel ittimani uyir mannichayan loading just 8 minutes,4,0
7002, ivan ennada nadikaran orunmayirum illa comedyanukku poyee ippadi thooki vachu adrenga ivan oru nadiganu,3,0
19717,oh nice waht s your name miss world,2,0
8353, remek movie 3 trading le eruku evalo like vangiruku next movie alluvitru,3,0
20338,titanic sank on april 15 1912 after striking an iceberg,1,0
12573, bilal john kurishinkal  john abraham palakkal,4,0
18479,after the september 11 attacks in 2001 bush signed the usa patriot act and created the united states department of homeland security,1,0
20493,this is a single socket intel xeon processor,1,0
5314,us picture mein drawing sheet par headphones bhee hai,2,0
5210, trailer kandittt ith oru puthiya anubavam aayirikkum a new kazhcha in malayalam movie,4,0
2781, lucifer trailerinu akshamayoda kathirunnavar like here,4,0
12611,the farmington gazette is published weekly,1,0
18832,climax dialog vera level ellam fans kum porunthum,3,0
472,dukakis is married to kitty dukakis,1,0
20564,both parties are not included in the timeline below,1,0
14330,you can only use one deck,1,0
10092,ja too koee aur dhoondh le,2,0
14528, channel aaanu ishtapettal subscribe cheyyumo plz,4,0
2908,gargallo suffered from fulminating pneumonia and died in reus tarragona,1,0
12483,show relay contact info getop ,1,0
40,in 1497 above,1,0
9234, bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku,3,0
14669,apane baare m kuchh batao,2,0
19917,messenger pe message karenge,2,0
13713,wow thalaoruthar mela neenga viswasam katrathukaaga innoruthara yen asinga paduthuringa  yuvanshankarraja,3,0
8421, sweet sapda porom vera evan soli irundalum ivlo mass ah irundirukaadhu.. the name is super star,3,0
20516,aapake name ka meaning kya hai,2,0
15808, sangathamilanin unmaiyana ovvoru rashanum like pannu,3,0
13585,named to,1,0
11059,others argue against these critics responding to windschuttle and bolt in particular,1,0
8230,bookstore run by barnes and noble college division,1,0
401,all 80 regular season games plus playoffs are broadcast on comcast cable,1,0
9784, last bgm kaththi title bgm maari iruku,3,0
21452,80 of the town was destroyed in the war,1,0
21976," dhanush oda character ,puthu sa erukay , mass ta",3,0
6687,lettre ulysses award for the art of reportage   nuruddin farah,1,0
3034,executive flyers offers airplane and aerobatics instruction,1,0
6425,mainu tera thikaana mil gaya hai main tennu message karanee aa ab,2,0
2589,in inland empire laura dern plays nikki gracesusan blue,1,0
11469, 775k likes just 25k to 800k  thala fans come on...,3,0
13407, august 10 vera level treat erukku thala fans,3,0
17131, pwolich.... onnum parayanillaaa.... katta waiting....... ikkaaa.........bgm oru rekshayum illaaa,4,0
13445,face the enemy with whatever you have,1,0
13215,are us din poochh raha tha na kee,2,0
1285,leg piece mein kya khaate h vo,2,0
7008,various theories of group development exist,1,0
7154,a girl says no it means no.....,3,0
6850, we r pavan fans from andhra all d best sir,3,0
2626,i have messaged you,2,0
12924, that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa,4,0
7108, super aakumennu ariyamayirunnu pakshey etu maha maha soooper....,4,0
22497,they are the film equivalent of microfiction like the 60 word story,1,0
11477,marvel fans saaabam onaya summa vidadhu da.,3,0
13017,okay par kuchh din to baate kare gina ya aaj hee bye bol degee,2,0
3510,jao apanee smartness apanee gaand mein daal lo,2,0
12399, 68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka..,4,0
19081,bahut aa jaayenge is name se to,2,0
17646, vetrimaran kitta dhanush nale mattum tha nadikka mudiyum,3,0
17180, viswasichu koode nilkkunnavare jeevan koduthum samrakshikkum..  ikkayude voice & dialogue uff orujathi odukkathe feel.. romanjam at peak,4,0
4303,triglav is a unity of three gods,1,0
6877, uff  ijaathi trailer.. adipoli #mohanlalwood #eeh onam nammakada makkale #ittichayan #ettan,4,0
10406,some also include ilithyia and eris mythology as their daughters,1,0
14114, vivek oberoikku best villainte award koduthillengilanu!,4,0
16201,aap batao kaise ho,2,0
11887, 100cr club keriyathinu sesham trailer kandavar undo,4,0
14419,finally chicagos ashland avenue becomes wood street in harvey,1,0
15123, waiting  king of bgm  u1 yuvan shankar raja,3,0
5940,achieved mixture to,1,0
7890,it also has the worlds third longest single span,1,0
22515,to kya hua,2,0
4671,thou art beyond thought and ever mysterious,1,0
4257,i am studying in twelfth standard,2,0
10395, yuvan bgm king than ya,3,0
5964, malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...,4,0
10657,oh then phir kaha sai ho basically,2,0
1472, ikka maaraka look... maranamass dialogue... pillaerum polichuu,4,0
2867, trailer sama mass sa iruku,3,0
552,dude i am not searching for any girl,2,0
14291,as at municipal election held on 3 march 2008,1,0
11699,to kuchh kha lo na,2,0
18690,there now form,1,0
5394,by 1999 he was financially well off again,1,0
8615,de manasachiye illama nalla iruku slringala da honestly slrn mokka trailer,3,0
11794, luv luv luv luv luv luv you chiyaan vikram the best actor for a reason,3,0
4578, enna da 2days ku mela aguthu innum 1miliyan like varala. eppo than varum 3 month apram ahh..,3,0
15590,vikram sir you will never get old,3,0
4951, trending list layae illa ppaaa,3,0
20633,to kya karate ho,2,0
5015,isee mein ya kahee aur,2,0
11327,dr khrushchev holds several advanced engineering degrees,1,0
10120,ekadam mast tum batao,2,0
16259,this has given inc strong political influence on elected officials,1,0
20557, malayalam comedy thug life.ithu kaanu chirichu marikkum...,4,0
9259,may,1,0
18457,are to block kar dena mujhase dikkat lage to,2,0
5482,there are two broad categories of square dance,1,0
22639,ethel lawrence was among them,1,0
1008, inniki target reach panniduvom nalaiku nammaloda target 11 million views,3,0
9242, mavane kola gantile irukken kollama vidamatten🤗 thalaivaa,3,0
16683, edak... edak vanu trailer nokkunnavar.... arokke....? lalettan prithvitovi  istttam,4,0
1751, ithu verum oru samble vedikkettu.iniyaanu podipaaranapooram.appo churikki paranjaal vishu raajayum raajayude pillerum angukondupokum alla kondupoyi,4,0
10769, anna pwoli   ufff maranom mass maranom,4,0
10065,inventor of the week massachusetts institute of technology,1,0
4462,kahaan ja rahee jo,2,0
8094,tera baap bol raha hoon m,2,0
17409,denmark immediately capitulated and norwegian campaign norway was conquered within two monthscommager henry steele,1,0
21444, dont blame me i voted for martin sheen saloncom,1,0
8617,messenger par kaise add karoonga,2,0
15750,tumhaara campusing ho gaya,2,0
1941,too bata yaar koee nahin taaza,2,0
9302, chill roomil kudungi ice aaayi ppopya penkuttiyue katha,4,0
2368, ikkaante pilleer onnu othu pidiche namukkid 15 million wiews aakanam,4,0
22520, onnil kooduthal thavana ee trailer kanda mahanmar undengil adi monne like....njan ulpede,4,0
19494,how would you upload this,1,0
5025,bor ho rahee hoon,2,0
2891,stephens view eventually won broad acceptance,1,0
11363,it features the narration of val kilmer,1,0
13119,hamilton having lost all control departed,1,0
17356,nutan was the eldest child of actress shobhana samarth,1,0
4549, manju mam super performance love you,3,0
16708, rajuetan fans ivde lyk adich thakark,4,0
7700,okay i am sending but then you have to send okay,2,0
20481,kidilan trailer... all da best lalettan.  by a mammukka fan...,4,0
1104,the allies made counter kamikaze preparations known as the big blue blanket,1,0
5486,aap aap mat kar,2,0
7169, maranam mass maranam athuku avan taa poranthu varanum,3,0
4778,hero maaphik jaisee koee update daalee hai,2,0
13065,applicative order is not a normalising strategy,1,0
11188,mainne pahachaan liya tumhe,2,0
1198, hindukalaka ivan mahi ravanan islamil ivana ibilis yena parayum christanikalka idayil ivana oru pera oluu lucifer,4,0
8347, azalagana styleah na  rajini... remembering his love flims..,3,0
13369,he returned to albion in the spring of 1861 ,1,0
18579,many changes were made after the pilot episode,1,0
21995,ya jab koee engine banane aata hai tab vaha jaate hain,2,0
10735,yaar whatsapp number milega,2,0
1242, vaera level thala summa na podathiga mokka seenu eppa naerkonda parvai is coming soon,3,0
7048, 0:49 il varunna acress ine ethoo cinema yil kanda orma.. ethayirunnu?🤔,4,0
11014, 692 k likes reached aairuku,3,0
1109, petta 10 thadawaiku mela pathavaga like pannuga,3,0
15141,an estimate quoted in his autobiography suggests that he had recorded 3500 different titles,1,0
14287,padam polikkum. ikka marana mass,4,0
20513,at each timestep the jacobian is evaluated with current predicted states,1,0
3488,normally significant snow fall only occurs between november and april,1,0
1206, padam poliyum ennu urappayi. rajadhi raja enna thara padam pole.,4,0
18244,idhu oru two days munadi soliirikakoodadha likes inneram evaloo vanthirikkum,3,0
7945,achchha bahut door ho jee,2,0
10968,the first settlement in southern mesopotamia was eridu,1,0
8724, thalaivaaaaaaa  marana mass 🤗 waiting for petta kaali,3,0
2373,telomeres may extend from both ends of the chromosome,1,0
1226,example kind three common,1,0
9204, trilar kanditt padam. valiya pratheeksha illaa,4,0
21257, shivakumar be like  thambi shankar ethu en kadha..... akshay had done my role,3,0
18556,kya pata arrange me abhishek bacchan vaalee kismat mil jae,2,0
20036, sk அண்ணா fans hit like here,3,0
4245,ltte also released law books that were updated,1,0
12577,he is best known for his contributions to post industrialism,1,0
7858,wishwasich koode varunnavare geevan      kodutayalum samrakhikkum,4,0
12286, ethu polikkum makalle. our king is back,4,0
20314,vanaheim is the land in which the vanir dwell,1,0
15767, thalapathy 64 vera levela varum pola...,3,0
6505, kalam ethra poyallum charithra purushanmare prathinithikarikkan angh kazhiyunnundallo mammooka,4,0
13104, ee movi okke vere bashayilum irakanam endaan vecchaal nan karnataka aan ividethe dubba movi vare bere languagil irakunn,4,0
12936,it is advised that those taking multivitamins never exceed the stated daily dose on the label,1,0
16337,are you amrit,2,0
22067, 16788 views but 82k likes,4,0
9109," dislike options thooki podungaaaaa daw, rendu like option venum rajinified",3,0
10952,we apologise for any embarrassment,1,0
12944, veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....,4,0
7185,thaaa kolla marana masss thalaivaa nee vera level,3,0
7402,total yearly downloads amount to 240 million,1,0
975, va thala va thala va thala therika udromm....,3,0
21448, 8 mani onnu vagam ayal matiyarunnu. 🤩 #megastar,4,0
6701,1.35 secondil purakil nilkunnath rajuvettan ano?,4,0
9753,oman was hit by cyclone gonu on june 6 ,1,0
20576,the eldorado a pleasure garden drew massive crowds,1,0
842, kaithi padam pathutu trailer pathavaga yar yar like pannuga,3,0
8847,hope our tamil.movies must b vera leval,3,0
8627,lightning is an atmospheric discharge of electricity,1,0
638, lalettanoppam nilkkunna mattoru kadapathram athe indhrajithinteth ayirikkum.,4,0
18819, onnum parayanilla... like button adich pottikkk🤩,4,0
7142,okay can you tell me your identity document or name so that i can search you on facebook,2,0
12908,characters and structuressilicon life 28cyborgs29 ,1,0
6566,kee maee pahale packing kar loo,2,0
8499,jaise maan baap vaise unake bachche,2,0
13415," mankatha, billa type la thala oru movie  pannanum",3,0
21098, aa ting ting piano evidayoo keettapolle...🤔🤔,4,0
19525,kolaveri la yerukan yenda padata paka ma vida mattan confirm blockbuster.,3,0
19983,it is one of the most affluent areas in norway,1,0
13888,since 1986 it is one of the list of national parks of sweden,1,0
10012,with their influence both albums achieved a diverse texture,1,0
6407, രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka,4,0
7191,spoken in banda islands maluku and it has specific accents,1,0
2141,they carry inscriptions in linear b indicating their place of origin western crete,1,0
8000, summa trailer pakaruda vidha silla mutal ku comment poduradhu nalla iruku,3,0
16195, rajaede pilllar strong anell ettante pillerrr strongoo strong.....,4,0
3965, vera level movie & vasool nkp,3,0
3852,aur tum jo bhee bol rahe ho vo tamilnadu ka hai,2,0
12397,hm maulesh what is your,2,0
15593,michael redgrave owned white roding windmill from 1937 to 1946 ,1,0
8950,are you bored,2,0
8036, dislike adikan mtram kure per nokiyiriunna polund,4,0
465,next 100 crr sure pakka full entertainment movie aanenu trailer kanddaal ariyaam,4,0
3376,when he speaks only his teeth move,1,0
13786, ajith sir in veru patta nadipu.vera leval,3,0
1243,here are the primary strokes,1,0
9805, vera level bgm and stylish vikram sema mass....,3,0
20223, ellarum kaithi =like bigil=cmt. than soldranuga thavira oru payanum trailer pathi pesa matranuva,3,0
9350, thatta da. aamai porumaiya poittu irukku.  innum oru 10 naal aagum 10m views ku.,3,0
19276, dai yeppa samii...vivegam la vachaaa madri twist vachiradingaa da......thalaaa ooir rasigan da ...,3,0
1705,pradeep you,2,0
18282,njan parayunnu eetavum valiya big flop aayirikkum,4,0
18403,klia was built at a cost of some us35 billion,1,0
17756,achchha aapaka gaalee dene ka man hai,2,0
6888, raja massinte appanayittu varum eee stephente mass.,4,0
15473,mera v sab mast,2,0
9788, it works ..... it will work,3,0
6946, thalavaaaaaaa u superr vera vera level thala,3,0
17637, pakahe prithivraj evide poyi? pokirirajail undayirunuallo...???,4,0
1825, mammookkka ningal mwuth aaann,4,0
6139, amazing rajini sir and akshay sir,3,0
12254,nahin nahin tera poora naam,2,0
6808, mokka ya erukku trailer feel happy,3,0
9260,this was followed in 2001 by additional legislation imposing penalties on noncompliant insurers,1,0
18238, oruthar mela neega #viswasam kaaturathukaaga innoruthara yen neega asinga paduthuriga..  from srilanka  thala fan,3,0
13680,most rain falls during the summer,1,0
15485,ith pokkiri rajayude appanayitt varum enn thonnunnavar ivide like adi,4,0
9799, viswasam trailer ippo dhaan paarthaen. siva underwearoada oada poaradhu urudhi...,3,0
16304, who are like dhevaram( poonkodi annan) killing folk scene..  mass ever seen in indian films ..,3,0
11496,nahin mere ko abhee bhee lag raha hai bataadona real,2,0
14396,nth prahasanam aan    enik ee trailer ishta pettilaa,4,0
16919,kanjaavu business nashtathilaayappol daddy girija kallavaattu business thudangi.,4,0
15006, oru ikka fan aaya enne vare eattan fan aakkiya movie,4,0
9732,the following was in circulation in cape town in about 1953,1,0
15299,kk na kk na yaare...? king of kollywood,3,0
15697,in south africa the non camellia sinensis beverage rooibos is popular,1,0
9887, ikkakyu lalettan fans nte aashamsaghal,4,0
9019, eii...pongal ku evanavathu visuvasam kusuvasam nu vantha appadiyae oodi poiru kola kaandula irukaen**tha screen kilinchurum,3,0
10209, padam kanan pokunnathinu munp onnukoode trailer kanan vannath aarokke,4,0
21127, ella recordum theerkaan kazhiyatte ennaasamsikunnu...enkil maathre e record marakaar release aavumbo thiruthaan saadhikku,4,0
3345,both is first,1,0
15859,hm aise hee i mean jo log roj shakl dikhate hai,2,0
21340, yuvan bgm semaya iruku...romba naal kalichu thala kuda join panadhu romba happy iruku...,3,0
19329,i am a lifelong democrat,1,0
16389, next odiyan akuo en oru doubt 🤔🤔,4,0
