,text,lang
21663,record united george,1
16081, myru padam. kaanendaayirunnu. ookkaanam vannittu vayya.,4
788,he was afraid of a collision,1
20253,baakee kuchh pata nahin,2
7558,anshu bhee java virtual machine ka hai,2
12180,diwali ku #kaithi tha maasu #bigil laam thoosu,3
1660,ha to messenger par add karalo,2
1456,in chunky soup commercials they list the players as colliding at halas and landry,1
18657, abudabi delma malil vannavar like adiku,4
19559,bhaee toone bhee mechanical se kee hai kya engineering,2
4815,so time nai mil pata,2
4927,non medical vaalee ladakiya kam hotee hai,2
5686, still trending no 1 semma thala mass,3
22734,there is also morrisons which is in the town centrethe,1
6391, super screenplay karthik acting is like vere level,3
21811,municipal are pavel,1
10390, dislike tarunavanmarku enthe naduviral  namaskaram,4
13610, pazhassi raja pole oru mega hit aavatte,4
16925, pls 1nu movie kanu chirikkathaver chirikkum  pattuna pani nokkuva ea70 vazhzsil pls prayathe bhamanikkunu,4
21020,move kaise karate matalab,2
4480, ne vilayaadunathu ea kitta ila..yeman kitta..kola mass trailar..chiyan vera level pa,3
15414,haath mein laikai baitha rahe,2
19053,aur tujhe ladakee se baat karanee hai kee ladake se,2
12036, dai ajith kelatu naaye intha madri films nee panite vantha ommala kamal hassan madri neeyum kaanama poiduva da,3
3672, appointed district commander of shinwar afghanistan by hamid karzai,1
3146,i am from patna staying in dephi,2
8987,hey your name please,2
21319,ee padathinu reach kuravanu.trailerum pora.pottum ennulla karyam guarantee.pinne fans vannu enne choriyan nikkenda.sathyam ithaanu,4
15935, enatammo pwoli itemm marana mass trailer,4
21318,chapter 11 filing scos creditor matrix at groklaw,1
19918,these were freud marx and einstein,1
4277,ladakiya yahaan vaise bhee kyon aaengee,2
5080,ikkaa ingalu oru jinn aanu ttaa....,4
2238,see also buddhism in japan,1
22041,relief bills passed by housepdf,1
3870, adipoly . rocking enik eshtamaayi . adipoly . rock on,4
8827,abul fazl and others were among the pioneers,1
12717, pullu,4
20219,nalla poli cinema maaas..padam mammookka polichadukki,4
11816,see also cross productcross product as an exterior product,1
19076,shilpa haan yaad aaya,2
1803,launched jarred,1
7285, trailer oda teaser pudichavanga like podungaa,3
2842,shung shing sung onamshang vashang (appo onathinu kanam enn)..🤗🤗,4
4494, this time thalaivar trailer ah 10ku mela parthavanga like pannunga,3
5884, last  scene.. vera level,3
12174,bhaee yahaan khud ko nahin mil rahee h aur tujhe dilau,2
15438, indha maadhiri niraya padangal edhir paakurom,3
5498,pink # amitab bachhan but ajit sir is gr8,3
5525, love from ..... uttar pradesh,3
13435,he was also a popular stand up comedian  lecturer,1
4960,tereko kya sunna hai jo maan jaaye vo hee bana le,2
3741,njan veendum kanan vannu 100 pravashyam enkilum kandittundavum,4
2690," inga ore oru super star dhan,,,adhu enga thalaivar mattum dhan",3
19499,that sir robert remained faithful is evidenced by,1
17640, trailer epdi irukanum nu sarkar trailer poi parungada,3
17863, ithu simple  aicp anu cpim(hero) dvp anu bjp(villain)  tovino varum dvp kare urutti kollum   climax aicp election  jayikkum.....,4
2000,this observation and reasoning about nature is a type of science,1
17751, tovino mass alle eeee filmum adpoli aaakum  oru rakshayum illa tovino mass aaam,4
15265, not  realistic  but  entertain  side  nokumpol  kollaam,3
2303, yanada....last la... bigil ku ... reply pana..maari irukayy 🤣🤣,3
17357,apane aao hee emotional ho jaate hai,2
17449,present trunkenpolz borders the,1
10425,main tumhe khona nahin chaahata,2
16793,jo tumhaaree girlfriend banoonga,2
2428, super trailer  ikka enth look aahnn,4
1032,poli...... by  a ikka fan,4
2575,the young are about 70nbspcmnbsp28nbspin at birth and take 10 years to reach maturity,1
11018,abhee mind aa rai,2
6465, padam iragan eni thivasagal mathram katta waiting,4
8684, unga vetriya mattum yaralayum eduthukidave mudiyathu vetri-dhanush,3
944, ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam,4
3220,ikkayude veshapakarchakalude oru pemaari thanne urappikaaaam the face of indian cinema #megastar,4
17556,maee to tumhe pyaar se rakhoonga,2
12150, mass and class . mammookka #faceofindiancinema . nalla cinema aavatte,4
3676,dislike adicha 27 k. kakka fans,4
4115," blockbuster ...pakka...vijay sethupathi,bobby simha,nawazuddin and rajni...yappa super cocktail",3
8171,if there is jmr in your college and uh got slow notifications then how could we talk as long as i had waited for uh,2
11505, 4 months akiduchu likes 844k bigil 4 hours la 1 million likes,3
2060, trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole,4
15379, dis like pannuna anaithu muthevingalukum nandri,3
6317,alberta and british columbia are sometimes called mountain provinces,1
15210,uttar pradesh se hoon college mera assam mein hai,2
14140, innaiku nightu theriyum yaaru weightuu nu.....kalathula sandhipom.....by visawasiiii,3
4808,are itana achchha to hai,2
16265, waiting 4 madhuraraja..mammookka sunnychechi jai salimettan etc..elarum pwolikum.all the bst madhuraraja  team.,4
17052, traliler ishtapetta ettan fans undel ivide like..,4
3543,manx cats exhibit two coat animal,1
11629,the township contains these two cemeteries glendorado lutheran church and saint francis,1
3818,nahin meree mein thee pahale,2
12716,temperatures start to increase again in late february,1
13482, dislike adichavark  irikkattee  oru  kuthira pavan......*ejjathi ooolatharam,4
2972,european elections polands controversial law and justice party,1
17908,aapane jhooth q bola,2
5415,minangkabau ceremonies and festivals include,1
15925, marana massthaan ithaan.thalaiver soon sweet sapdaporam,3
8417,23 k  unlike   hehe   idum  kanji  tanne,4
1892,complete filing available at  eld july 2003 ,1
15733,blade vertical,1
15703,mokka sollravan laam poi thooku matti sethuru,3
6314,wahan jaipur mein hee,2
20970,in search of british dragons,1
9725, my hero karthi sir uyir,3
3240,vera level hollywood level la irukku sema,3
6319,ladako kee kon leta hai vo bee paise dekar,2
2416,stone dead wood water gold and the corpses of once living things are only the beginning,1
9536,butler was furious with gillmores timidity and incompetence and arrested him,1
17868,itana bhee kya sochana nahin yo nahin friends hai na,2
2440,it was united to barcelona throughout that period,1
7643, ith polikun nighal ath parayunnu polikumo illayo polikum akil like cheyu,4
2977,phirase aa gaya too,2
21592, gopi anna polichu bgm big b ku shesham  veendum kidu,4
15774,jab bhee zaroorat ho,2
506,this is scheduled for production in 2010,1
12868, spadikam thott ullata ee amma makan combo,4
993,itana sab kuchh kaise kar letee ho,2
3264,finger daal le andar,2
15525,samajh jaiyo tera baap hai,2
3268,prism climate group oregon state university,1
22317, concrete suvara odachittu pora alavu entha companyda mobile vachirukanga? enaku oru mobile venum...,3
20733,an artists contest the illustrators of the future iotf was added in 1988 ,1
9426, odiyanil poya pratheeksha luciferin thannekkua ....etta....minnichekkane .,4
12814, ee role mammookkak aahnnu cherunathu anu arinja...lalettan fans right now kurupottikal....🤣🤣🤣🤣,4
14761,arnab ek baat bataoo,2
3332,gowrie is classed as a premium station and is in metcard zone 2,1
21289,miraculously no one was hurt,1
12517,its mubashir and yours,2
9329,jab free honge tab baja lenge,2
5779, any sri lankan die hard fans?,3
17731, katta waiting for mahuraja entry like adikku makkalaee,4
20919,then em also saying yours,2
4346,sema movie real hero sivakarthikeyan anna,3
7448,imagemarischalcollege1jpg with the new front under construction circa 1900]],1
19193,school complete hone hone hai,2
2307,kya kar rahee ho,2
3782, mol marikkunnu enn traileril ninn manasilakum,4
20259,sahee pronounce kiya hai kya mainne,2
1470, otta peru mammooty  എജ്ജാതി bgm kodoora mass apo eidum abrahaamin,4
21396,are chaay kabhee kabhee peetee hoon ab sahee hua,2
13185, teaser erakune munbe 1.4 dislike..  enthina enn manasilayaila...,4
5728, u1 u r vera level bro.,3
16871, evil chitti character kola masss,3
15597,no municipalities are located in new avon township,1
12801,this is my real name bio m stxaviers likha hoga,2
18829, #1 karikku kondoyi ketto. sed,4
17923,ye kya baat hui,2
6051, ee movie pottiyal njan pine malayalam movie kanoolaa...,4
10274, sshooo njan munpe itta comment evde poi,4
3955, perusa onumilla but movie kaaka wait panuren !,3
20808,it has a local parliament of andalusia and president,1
19117, mammooty last 15mnt ulu e filmil,4
1223,it is not without trenchant critics however robert fiskrobert fisk 2005 ,1
13767,jabase priya priya kara,2
2291,there are transports oil tankers and attacking ships such as the destroyer and battleship the orcs have their counterpart ships too,1
11317,ab tere havaale karoo,2
15664,vo edited picture hain,2
12144,the nine byzantine empire churches are,1
22674, mammooka polichu,4
1739,aur bahut kuchh,2
16622, any anil fans vanthu kai adichittu dislike pannitu ponga,3
8901,kidu trailer,4
12588, vere level one  ikka - rajuvettan,4
13728,kha se india mein,2
1932, dey idhukku yenda dislike pandrinka . trailer semma mass ah entertaining ah thanae irukku.. vaitthu yerichallin uccham da neenka,3
9768,it provides rooms of various sizes to over 500 students,1
22642,in 1986 bl changed its name to rover group,1
10810,features are higher order cad entities,1
17336,oopar andhra pradesh bhee to hai,2
19220,rajasthan mein hee ho,2
17955, dislike adichavan maarude nenjathu irikkatte ente like thendikal,4
9986, ettante filim pole ikkayude filimum super hit akanam enne agrahikkunnavar like adi,4
9600, polikkum mammukkante pattalam movie orth poyath njaan maatramaano..??,4
703,ikka ingal polikkumveendum veendum kanan thonunnu,4
21393, waiting for movie     super star rajini sir maas,3
3098, ethir paartha alavu ila .. sadness,3
19410, its ajith kumar vs rangaraj pandey,3
14331, indettante a dialogue kiduvanalle.. (mahiravanan,4
12650, intha trailer ah megha akash kaaaga tha paathe...like podreen.....ulaga alazhii,3
3429, edhu kondu prethiraj neruthiyal kollam,4
16748,nalla viewsum subscribe um ulla channelil vidooooo trailar. ok,4
4481, dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool,4
16642,since 1990 greenland has registered a foreign trade deficit,1
15286,the bird is largely black and white in appearance,1
12888, ithu vere level aane makkale.,4
5565,"super star ava mudile nu, super hero va aavaringalo?, thu!!!!",3
11474,trailer la pagal time ee kanom?,3
8441,just like congress vohee kaam nahin h,2
15684, rajini - shankar fans hit like,3
5742,eikyo a team with the famed pitcher hirota beat senkawa easily,1
4563,one of his assistant organists was malcolm boyle,1
12237,are baat band nahin huee thee,2
17945,streptomyces species have been a source of antibiotics,1
9406,the peruvian coast is a microclimatic region,1
20073,bataaye apane baare mein,2
6455,milee thee abhee tumase pahale,2
8425,main isee time pe return hotee,2
19025,ab bata sach mein kya naam hai tera,2
15853,vijay fans ku double treat diwali,3
21450,ghatiya just like cartoon movie ......,3
10222, ith oru varavaan manass ippolum balyamaan ikkaaa ningal poliyaan,4
8515,again i see no substance in your awnser,1
5822, l a l e t t a n   rajuvetta making oru raksha illya... can't wait......!!!!!!!!!!!!!!!!!!,4
10848,when the lawrence surrendered firing died away brieflyforester,1
9519,in china the aircraft is produced by harbin as the hc120,1
18843,kate winslets character marianne dashwood quotes from part of shakespeares sonnet 116 in the 1995 film sense and sensibility film,1
17764, enna kidu bgm ahnu ikka,4
20233,okay okay sure stopwatch laga leta hoon,2
18562,in november 1187 saladin returned for a second siege of tyre,1
12566,allicin is an organic compound obtained from garlic,1
17577," 91k views ,112k likes ,3.2 dislike how it can happen likes or more thn views",3
20803, karthik suburaj marana katu katitaru,3
11216,main hee hoon baar baar,2
19077,this species is found on the island praslin and curieuse in the seychelles,1
12707, rangaraj pande dana advocate ah vandurukaru???,3
9255, teasarlaye oru traileraaaa teaserkullaye ivlo irukka semmmmmmmmmmmm,3
10995,vaise hee poochh raha tha,2
10975, adhikam hype venda,4
13734," intha matiri padamtile nadikkum na! amebele irrukanum, thala valzga ! ultimate star valzga!",3
13918, rajiniya villana pottutdu sethu va hero va pottu eentha semaya eenthu eekum,3
5676,see the 2005 sony bmg cd copy protection scandal,1
17702,one of the buildings at top forge includes as date stone for 1713 ,1
15094, rajayude mel stefen vijayichenn karuthunnavar like,4
1469,richard invites her to come down for a drink,1
15727,ikka ingalee kanan vendi mathram ethra samayam kathirunne,4
3090, pwolikum muthee unda eid mubarak تقبل الله منا ومنكم صالح الاعمال عيد مبــــــــــــــــــــارك   ikka fans like adich pottikk,4
11487,the guru is known as the vajra literally diamond guru,1
22678," saavaratha irunthalum sanda pottu saaganum, bayanthu kaalla vizhunthu saaga kudathu. #tharam",3
13674, kalabahavan shajon laleetane chathikkum athe urappa trailer kandappo manasilayii,4
2772,ladakee ka naam sunake chaaloo pad gaya,2
19707,nahin ab new idea hai is se best vaala ab vo karenge,2
6370,lagata to hai hi,2
9716, 4 million ayonn nokan vamnnavar like... cmnt,4
13374,are aisa thode hota h,2
17481, trailer ah nerya nerya nerya nerya nerya thadava paathavanga like podunga,3
13528, 100 kodi clubil kayariyathinu shesham arokke vannu,4
16158,facebook pe add bhee kiya,2
17019,aisa na h yaar mane to abhee tumako dekha hee naee,2
20515,main tumhaaree shakl bhee jaanatee hoon,2
17776,karthi suriyava vida nalla nadiganu solravanga like podunga,3
12402, pakka mass film...lalettan,4
18551, hello youtube trent on1 button your software death ah,3
8529,the three basic types of treatment are surgery radiation therapy and chemotherapy,1
10006,after the russian campaign he became senator 1813,1
10072,too toh mila hee abhee hai mujhe,2
4118,the law was,1
17600,chinas educational horizons are expanding,1
1211,kamala song sema . video vitingna jolly ah poiruven,3
7236,when mixed with eugenol a chelate zinc oxide eugenol is formed which has dental restoration and prosthodontics applications in dentistry,1
9947, super  star  super   hit,3
7528,he is the older brother of george hadley meteorologist,1
10283,main nahi gayi punjab but,2
9215, trending likes laam mukiyam ila padamum acting yum dhan mukiyam theater la october 4  apo papinga,3
10087, sk anna ponnungala stalk pandratha innum vidalaya,3
18771,too bata kahaan se hai,2
9196,sema sema sema... he is back... am rajinified...,3
11292,bhaee mujhe apanee kismat pe poora bharosa hai,2
13084,m ja rahee frr,2
1474, trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam,4
21373, vada chennai 2mari irukkum  jolly,3
14207,most publicly available solubility values are those for solubility in water,1
3408,red deer are held in captivity for a variety of reasons,1
7357,kaun sa song,2
17354,from egypt the division was sent to france,1
2081,yahaan pe nahin lagata ho paayega,2
481,iruku diwali ku tharamana sambavam onnu iruku,3
11843, semma padam hit aaga ennodaiya valthukal,3
3781,by the way who are you,2
2418,this occurred as a result of several factors,1
14513, inga fl trailer teaser nu vittutu irukanuga anga enna da onnayum kaano dei siva nee enga da iruka,3
13834,these units alone represented 680000 soldiers,1
9468, 10 million aakum ennurappullavar like adikkuka,4
3079,usame already logged in bataata hai,2
7119, rajuvettan marana mass .....laletan kola mass,4
11672,during the nineteenth century road transportation improved and the railway came in 1860 ,1
966,so what bad habits do you have,2
9161,aap kya karate hai,2
13682,sunny chachi kananan vanndi trailer 10 thavana kanda njan-x🤤,4
19178,there were eight type iic submarines commissioned,1
18563,and there was other violence,1
17928, valimai kku wait panravanga thatra likes ah,3
16860, fdfs book cheyyum ennu urappullavar ivde likikkoo,4
13578,more recently douglas founded the dave douglas new quintet and nomad,1
10662,apane aap hee bataado,2
19467,nahin milegee ladakee idhar,2
2343, kaliiiii....tahlaivaa vangaaaaaa ithutha ethirpartheennnnn......lateaa vanthalum.latesta varuvendaaaa,3
14779,lattettan $ mammoka ishtamullavar like cheyyu,4
18535,yes vo bhee nahin,2
11058,engineering karake hi pata chal raha h itna talent h apane andar,2
11618, nalla padam..... ini trailer eppozha vara??? 🤔🤔kathayum manassilayi mammukayude entriyum kandu,4
9954,sayad chakiyo ko bee vaha pelate honge,2
10441, very  very very bad movies,3
3234,jyaada fair naee hu,2
18959,ellam avan seyal - version 2.0,3
5327, apadiyae mugamoodi oda oru end credit scene vainga da,3
6025,in 1758 appeared his  natural history of cornwall,1
10016, thala 60 we want ar rahman,3
22267,raat ko milo mujhe 11 baje i talk you later,2
1504,kuchh le lete kisee station par,2
21164, varunnathu manthriyo bhadano alla rajavanu rajavu,4
646, nama hero december 12 wait & see  mamamaga maha magam kankulirke kandoli the face of indian cinima,4
19987, nalle bengali sidill ninee valichaa tiranuluu ninda japan 🤣,4
7645, laletta ingal vere leval annu waiting #l,4
4121, no 1 trending in sri lanka,3
1546, ee christmasile oru mass entertainer aavum ee film....,4
2493,the metropolitan museum of art 1999 ,1
3994,however most of the musical elements of black metal were still present,1
415,military action ceased in 1255 ,1
10475,thala pakka ma irukka mudiyala....na vittukku pogama trailer pakkuren,3
6705,exact words to yaad nahin,2
21106, veendum veendum vann kaanunnath njan maathramaano,4
868,dheere dheere dil kee zamee,2
16879, fdfs locked ...     ikka uyir ...,4
4933, ravananaya avane nerkkuner illathakkan oru maha.....,4
2591,most of the city is served by la marque independent school district,1
80,unmaya sollanumna viswasam movie ya vida bettera irukkum,3
21246,by the way kaha se ho,2
22672,they replaced men in the factories,1
16933,too munh mein lele,2
22057, eee traileril main oru point und kalanghiyavar like,4
22603, still in trending.. daily marupadiyum marupadiyum pathutu iruken.. vetrimaran.. vera level..,3
6369, mammukkante introkku വേണ്ടി wait cheidhavar like adiii,4
4883," jigarthandala alukuni kumaru, pettala underwearoda oda vituduvan, you karthik subburaj ajith mela yenya ivlo gaandu unakku",3
6189,haan toh chill karo na yaar,2
10900,he is the head of the imperial house of japan,1
20385, vayasana kalathula yan ippidi... anirudh sng only nice...,3
695,such abstract data types can only be derived from,1
17316, nice trailer but manju again,4
19594,the original settlement was located at the present dorpsstraat,1
15207,he then blessed the traveler and died,1
5365,la marque high school serves that portion,1
7350, kalaparinju sheenicha karshakanu ini visramikkam,4
21491,the washington redskins won the tournament by capturing super bowl xvii,1
12659, raja 2 teaserinu  shesham kaanunnnavar like,4
17100,bhaee you said you know many,2
1612,minister raja il prathviraj nn include cheyu plzzzz,4
692,delhi vaalee mast hotee hai,2
14414,kgagodi is a meteorite impact crater in botswana,1
20626,aur bhaee kaisa hai,2
5677,another excellent place for artistic programs were the arcosoliums,1
1352, fan of super  star @ telangana,3
6172,mere liye ya tumhare liye,2
8835,pahale pata to karo doosara insaan friend brother ya kuchh aur ya kya banane laayak h,2
17298,nacogdoches   oldest town in texas,1
2583,the program had more than three million members,1
5551,dai.. like pannadhavan mele kola gaand le iruke apdiye vodipoyiru..,3
9441,no itana hee bahut hota hai friends banane ke lie,2
1563,thalaaaaaaaaa vaaaaa thala sikram........ waiting thalaaaaaaaaa ......,3
14726,within a few years lottie and jack died of alcohol related causes,1
20191,militarys and the,1
4151,i think you will going to secure good marks in it,2
14647,this however was too transparent,1
14323,that last sequence thalaivar in black shirt... just wowwww.... tharamana sambavam pongal anaiku iruku... maranama waiting... petta parak,3
3808,the n2 crosses the river boyne south of the village,1
12550, kanda chaavali raja pole alla... kidilan,4
10322,i am good what about you,2
21737, chumma adhirudu illa. arumai thalaivare. ninga pallaandu nalamudan vaazhanum.,3
1516,glory days bruce springsteen in the 1980s,1
1134," viswasam , petta , mersal , sarkar ipadi ella movies record eh kandippa break pannum  agree?",3
17080, neraya neraya neraya neraya neraya neraya.,3
7601, thala yoda ovevoru dialogue delivery um sema mass vera level,3
5121, enada pandey news ah vittutu cinema la nadikuran,3
3975,deryck then became the other guitarist,1
2780,are waah ye ldki toh samajhdaar bhi nikli,2
10646,am good and you,2
2675, 8 mani aaavaaan vendiiiii katta waiting,4
82,any editor may place them in appropriate articles,1
7834,to priy banane ka shok kyon hai bhadave,2
14415,you are vandana right,2
7997, 1:50 nu sesham trailer vere levelilek aan pokunnath,4
10757, samma samma ani bgm + thalavar walk superb combo,3
4375, i am waiting thala marna mass,3
5315, oru rakshayumilllaaaaa  katta waiting for the movie,4
7073,the liberal party of switzerland    is a classical liberalism political party in switzerland,1
17188,kuchh toh contact do tabhee toh baat karenge,2
21832,are you on instagram,2
6719,ye flat kya dream location par hai kya,2
15905,60 it was this poem which outlined his philosophical system,1
4525, saaho has highest views than nerkonda paarvai.,3
12311, big b 2aano ettu kanditu atakana vari,4
10888,ikkayude veedinte gate enkilum kurach gap ittu paniyamo,4
20014, teateril poi kanan katta waiting ayavar like adiche.. ikka ishtam,4
2498,the following inequality describes the rate of convergence,1
14577,the new student services building opened in 2006 providing one stop shopping for most administrative services,1
22753, shankar sir avenger trailer patha pola irukku hollywood rangekku irukku superoooo super sir varthaye illa vera level sir,3
16312,kal exam hai,2
13357,pit craters are not common on earth,1
21259,achhi thee kya vo ladakee,2
447,mcclellan wired to washington our victory was complete,1
12892,then when you are all wey,2
12383,the story begins on november 9 1988 in chicago illinois,1
12355,he washes up on the shore of a mysterious island called koholint,1
13239, 0:54,4
12883,i dont have interest in playing net,1
1373,yah kidhar padata hai,2
20394, arelenkilum oru kuprasidha payyan ful move link undo,4
20685,see uss albemarle and hms albemarle for other ships of the same name,1
18782,khada hota hai na tumhaara,2
4942, thala masss a da  da,3
13549,ek aur badh jaaye to dikkat nahin hai mujhako,2
4182, ennada mersal teaser likes kooda varla but thala massluv ajith sir hate ajith fans,3
22320,facebook pe hona toh main aapako request,2
11080,chiefly feasts the enduring kwakiutl potlatch,1
6427, aaaa mundum pookal shirtum vere arund ithra look,4
21769, graphics sari illa nu solrathukune oru gang suthum parunga,3
12861, ena hindila amithabajan nadithalum enga thala nadikiramadiri varuma,3
12318,dislike panravan lam note panni vachuko itha vida double madanga ungaluku kodupom,3
22595,baakee sab bhool jao,2
5385,it was a war of freedom against tyranny,1
20619,the state is now one of the areas with the highest murder rates in venezuela,1
14317,near,1
18222,nnbd tracking the entire world   county register,1
14973, ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale,4
19244, nice...ikka mass   . all th bst #lalettan fan,4
12964,for a statistical breakdown by season see list of port vale fc seasons,1
12997, orutha mela viswasam katradhukaga innorthana yen asinga paduthiringa tn people mind voice- adha nee solra,3
12505,kya haal hai vahaan,2
21173,1995 roman numerals was a common year starting on sunday,1
7212, lokathilie ettavum mikacha nadan,4
21336, mammookka nte look vere level,4
16275,thala thala thala vera yethum theva illa,3
18982,common sense h kee nahin,2
5675,i am using facebook app,2
13843,ini idikanno siree venda uruttaam kalki avatharam loading appo ini fdfs,4
1746,september,1
10899, rajini fans from telugu states like here,3
16989,nahin lode teree mar ke rahoonga,2
8103, ipdi oru maas record panna intha trailer yen innum trending la varala...kaduppa irukku...,3
21335, bgm like nkp va modhiparu (yuvan),3
3149,arbitrator votes against proposed remedy 3,1
1344,brother what is your name,2
2186,mainne isee par kee hai,2
21337, looks like an interesting movie !!,3
8799, ente ponnnnoooooo.... vere level,4
5480,tab bhee bandee dhoondh rahe yahaan,2
15881, yosikkama bhagubali movie da comber pannalam vera level la irukum paru,3
16842, trendingil 27   evide ikka fans come on fans,4
17023,phir bhee manveer here,2
3284," padam supera dhan irukum but mass, gethu irukuma ???🤔🤔🤔🤔..",3
20242, laaletan fans undenkil  like adikku.ikka fans comment cheyyu..aaarkanu kooduthal fans ennu nokkaamm,4
4564,ladake hee hai yahaan,2
10613, inda padathukku peyar mathanumna enna veppinga🤔,3
17971,bunnings mental health was also questioned during the campaign,1
11877,to naam mis gumnam diana hee rahega,2
20025,his welsh mythology equivalent was gofannon,1
13254, if you are bad then...... i am ur dad,3
12349,propose to tab karate h yar jab koee pasand aaye,2
15655, മാക്സിമം ഷെയർ cheyyu.... trailer erangunnathinu munp maximum likes...,4
3667, entharanjittadoo okke unilke cheyyanee.......naanamketta paripaadi....kashtapettu cinima edutha ....athulim koreee ennam und ....vivaadhavum kond irangikolum,4
12119, ithu kalakkum adi makkale like ee rajayude pillar strong kaanich kodukk....,4
12730,5 minute kond youtube hang avum,4
7049,trailer  marana  mass  mammoka  magastar,4
3734, ee trailer 2.05 sec olluyegilum orupaadu scenes und,4
2694, ithra pettenn 12 k likes,4
10481, simham thane romanjm nte ambho ndh manushyana ith,4
6298, sirappana tharamana sambavangala inime thana pakaporeenga,3
21208,there were several injuries and one death reported,1
12733,then what is the pb,2
3380, innume 1 million like varalla  hahh  fans  power avalave thana ..mokka vai savdal poda vidda potham,3
663, e padam polikkum annu thonunnavar like adikku,4
10415,trailer kandit manassilayeele eth vere level aan makkale,4
5205, arjun reddy trailer bgm ayitu samyam undoo🤔🤔🤔🤔🤔,4
21431, music chila sthalangalil alambayi ....dialogue perfection kittunnilla,4
18698, bigil trailer ku wait pandravanga like podunga,3
13632,mammokka fans like button adich tholakk makkale,4
11239,this was extremely unusual at the time as most officers commissions sale of commissions,1
7627, mamakam hit aavum ennulever adi makkale like,4
2519,paul mccartney donated to the paper,1
5734,idhile aa kochu midukkane  aarum kaanadhe poovarudh,4
12952, oru naaturajav style illeeeeeee ennoru doubt?,4
15964,agar koee baanda banega to vo mayank pratap suriyabanshi hee hoga,2
22129, yuvan bgm bangam.  . . . waiting for big screen thala tarisanam,3
4240,they are never mentioned again,1
7155, izu vijay'da trailer'aaha irunda 30 millions aahi irukkum ajith vayathu jaasthi aichu adudda padaththilaavazu ilamaya nadichcha nalla irukkum,3
9385,squalidae is the family of dogfish sharks,1
3442, karthi fans happy yo illayo thalapathi fans very happy,3
17594,his first ambition was to be a painter,1
14926,the fourth edition was held in india,1
13160,nahin to aur to bas,2
5116," last dialogue sema,,,,,actually niraya peru atha than pantrangaa",3
15954, 5.3 m views 635k likes no 1 in trending...thala da,3
6544,naee ta tera bandar banaana hai maee,2
15686,intha voice a kettale ore kaduppahudhu,3
20262, confirm ithu karthi ku periya black buster agum,3
22206,aap ko yahaan aur kon kaun mile,2
8961,are music the,1
1316,bas bhaee ab nahin,2
15858, ayyo wait panna mudiyale.yennathanda panni vechirikinge,3
16346, thala vere level nenaikiravage like podunge,3
1532,iwai is a japanese film directorvideo artist writer and documentarian,1
7545,karunanidhi ₹  jayalathitha seinjuruvanuga nu pathom     neenga thayavu seinjurunga rajini,3
3196, super movie lalettan oru rakshella,4
3499,pink title dan pa vatchu irupanga... pink mean parka irukirom  nerkonda parvai yai.... mr bva,3
11942,tereko bhee kiseene neha naam se phasaaya tha,2
14065,i hate abirami en thala kuda nadichadhala unna thittama viduran,3
4337,journal of the mississippi academy of sciences,1
17998, dai thevidiya bullaye niranjan soorappan unaku theriuma peasatha da badu yen komavula erukiya da thevidiya baiya,3
16218, eth 2 um kalpichulla padam aanenn urapp aayi,4
22626,responder revived the 80,1
4058, padam kand kilipoyitt ivede vannavar undo...      what a movie....,4
15186, padam ippavey pakanum pola yarukula eruku?,3
6671,county 2002 most,1
16355, like kuddunnu onnd pakshe views kuddethe enthaa,4
19206,ende ponnooo hvy item love you mammukka,4
16257," ethu vera maari irukku 2.0 group, best wishes",3
4636,historical weather for ashgabat turkmenistan,1
7278,bhaee too soja na,2
14392,daytons primary nickname is the gem city,1
13177, chiyan விக்ரமோட   fans lam like button ah adichi thookunga paaklaamm........,3
18460, 0:16 ku u certificate overah illa...,3
1493,karate h karate h ten minutes aur,2
3359,no of,1
13289,ithil last ikkayude back side kanichappol dq anonn tonniyath yenikk matramano,4
2133, uyirr  ikka  luv u lot  #hbd .....,4
9349,are baap re bhaiya,2
4720,i live in a very ordinary semi detached house,1
19904, super mega hit aaayirikkum  mark,4
21090,unfortunately the article is not sourced,1
5868,i am graduating with bachelor of arts honours in english,2
9282,all the best ikka.... oru ettan fan,4
15809, yaa mone holywood getup kaathirunnath verthe aayillah bgm marana maass,4
13105,who are you,2
3558,the protest generated wide media coverage,1
14581, dhanush aa vera lvl rowdy yakiduvaru pola ivaru,3
2371,today she still loves to design clothes,1
317,to thoda bat karalo,2
6028,billings died in monterey california california,1
12961, oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu,4
2309, namude swantham mammookkayk lalettan fansinte vaka asamsakal..mamangam nalloru thirich varav sammanikatte.. trailer kidukiyitund,4
7785,constructivism cannot simply be rephrased as the thesis that memory is not always reproductive,1
7487,ya majaak kar rahe ho,2
13029,mamangam trailor kamdu madhivarathavr like adi🥰🥰,4
11634,the growing wave of teenage self injury,1
14672,ee padathine nammal vijaya gara maakkanam....,4
18053,frank was trained with german shepherd dog buddy in switzerland in 1928,1
3979,all lions are big cats,1
22685,kya bkl kaise ho,2
21331,consider the accusation x is a child abuser,1
10142,poliiii super luv it.  ......,4
14477,retrieved 14 august 2008 and noise spheres  noise spheres,1
