,text,lang,is_valid
19751," nadakkadhu, nadakkakoodathu, nadakka vidamattaen! who expected that line?",3,0
20934, aiyooo !!!! trailerey cinema maadhiri irrukkey !!! thalaivara ethanai dhadavayavathu paarkalaam !!!!,3,0
8379,douglas adair fame and founding fathers new york norton 1974,1,0
14606,to raanchi kyoo bola,2,0
16137,if u like trailer then like,3,0
16474,semma mass ya irruka thala look vara level,3,0
8788, njan oru katta laletten fana but ith pwolichu alla ith pwolikum,4,0
10414,trailer....nte ponno...oru rakshem illa katta pwli.....ikka pne parayandaallo....megastar mammootty in mamangam....katta wa8tng  haters...jst move bck,4,0
1217,apan to abhee paida hue hai,2,0
13804,bhaee too mar kyon nahin jaata kitanee baar milega,2,0
3650,new new gaaliyaan bhee milatee hai,2,0
11534,during his lifetime he was given several honors,1,0
3989,adchi oda vidu ellarayum orama nadandhu varareda enga thala veerama thala bloods hit like her,3,0
22715, nta ummoo oru rakshayum illa pwolich,4,0
14807,abhee to exam hue hai,2,0
17903,the area of operation is of nine districts viz,1,0
9136,the name itself had much significance,1,0
18663, yenda sam c s unaku vera music eh varadha??,3,0
18643, best actor poloru movie expect cheyunnu,4,0
1094, sir telugu lo kuda dubbing cheyande,3,0
22332, sema sema sema thala love you...,3,0
6679, anils dislike panni bayangarama troll pandrangalam,3,0
5958,the winland rice dissolved in 2002 ,1,0
8784,the military retiree then is not simply a civilian,1,0
14725,h par hee dekhi hai mainneq,2,0
1780,most of the worlds molybdenum ore can be found in the united states and canada,1,0
5500, manju warrier enthu koppe undakan irikuva,4,0
13248,the cliffs are called hake in the local dialect,1,0
22311,aapaka kya naam hai,2,0
6032,sala tinder swipe karalu,2,0
17424,painters kiev station is,1,0
10288," 53 vayasula mass kaatraru , simbu baadu paathu kathuko da!!",3,0
10013,teree shakl hee aisee hai be,2,0
2800, hahah dislike kuranju....athu mammoottyy fans annanu parayyooooooo,4,0
151, lucifer yenna filim kandu. athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam,4,0
6763,at age 26 mascagni had become famous overnight,1,0
3507, petta vs viswasam  old vs new  i prefer old...   rare diamond,3,0
160, kiduvo kidu.... .. onnum parayan illaa ...,4,0
4063,the indian office had been the most corrupt of the interior department,1,0
10443,aisa nai h ye sirph chetan bhagat ne aphavaah phailae h,2,0
12159,there are no four year universities in truckee,1,0
12515,gpo by proximity,1,0
11171,mere ghar ke jast bahaar hee nai,2,0
3659, dislike adikkunnavan mar kandoooo lalettan puthiya adar item................,4,0
12427, ith polikkum kanditt oru atom bombin vakayundd,4,0
21046,subah jaldee uthana padega aapako,2,0
16211, karnataka dboss  fans like ..jai thala,3,0
16861,lagata to nahin bhaee,2,0
8054,this reign would last until 1966 and would cover an unprecedented 11 victories,1,0
21439,of course this definition depends on the choice of norm,1,0
6924, kandittum kandittum madhiyaavunnillallo deyvame.....ente laletta ningal star alla oru galaxy aanu,4,0
12230,tumhaaree hotness transfer hotee n mere mein,2,0
10855,2020 national  award for asuran pakka,3,0
11959, vere level movie...  semmaa movie..  very good movie....,3,0
18806,irakikko pakshe stephen achayan ullidatholam kaalam ivide oru rajanum adhikam vazhan ponilla,4,0
16525, hpy bdya ma lovely ikka,4,0
20131, rajni fansku maraka mudiyatha padama irukum polaye .pongal annaiki diwalidooooi.trailer makes goosebumps,3,0
16111,buncombe county north carolina was officially formed in 1792 ,1,0
4545, marana mass........ unmaiyave chinnapaiyan mari thalivar style ah than irrukaru...... vanga thalivaaaaaaaaaaa vanga we are waiting for you.....,3,0
2701,to often is in,1,0
20093,dr khrushchev holds several advanced engineering degrees,1,0
4996,thalaivara 90s patha mari erukka?  athan super star,3,0
4830,kerala thala ajith fan a big fan,3,0
4933,pahale pata to karo doosara insaan friend brother ya kuchh aur ya kya banane laayak h,2,0
9529,the remaining tigurini fled to neighboring woods,1,0
4986, padam hit adicha ok by i miss you nadipin nayagan annan surya fan,3,0
5169, thala ajith kumar sir nerkondapaarvai... marana waiting da..,3,0
13959, kalakki ikka ith adar item arikkum,4,0
13643," apram yen suyama sindhikkaama, batmana copy panirkeenga ? tell me.",3,0
16536,ek baat boloo koee faayada nahin yaar ye karake,2,0
22221,bas aise hee kisee ka reference de rahee,2,0
10778, mark my words tamil cinema ku set agathu oru padam,3,0
1710,cartoons were never intended just for children,1,0
6253,okay sure but aisa bhee kya hai das minute mein,2,0
20735,bridges of friendship gallery bridges of friendship,1,0
3485,haan ye baat bhee hai,2,0
20235,verified channel il eddadde,4,0
6223,bhaee aaj ka last hai to please naam poochh ke sharminda mat karana male hu pahale hee bata deta hu,2,0
4198,dhire se bol lena,2,0
3764, yarlam bigil trailer paathutu  varinga,3,0
21527,muravchik  the past present and future of neoconservatism commentary october 2007,1,0
21095,aur kamla kaun hai,2,0
12791,mera naam shubham h,2,0
2991,lunch ho gaya miss gumnam,2,0
18976, thala madhiri thuiya tamil pessi nadikka mudiuma thala tamilan da,3,0
6790,you tube 6 mani thottu hanging aanu ethum koodi aavumbol youtube pottitherikkumo,4,0
21340,kahaan se ho aap,2,0
2783, yana allaku thala so sweet kandipa mass panrom,3,0
6624, times mela pathavanga thatra like button ah,3,0
9447,examples above show no branches,1,0
5973,ab to kar sakatee hu na,2,0
13773, 4 million aayonn nokkan vannavar like adikk,4,0
21455, licifer vannna ennenthe pooram vanu.....madhuraraja 6 manik thanne poyi......but l is loading...coming....minutes left,4,0
8114,has been ho gy sa,2,0
552,they have thick coats to retain body heat,1,0
9406,one moment they are sinewy battered remnants of a discarded tradition,1,0
19518,their financial is estimated with 14 million euros,1,0
1836, itu pwolikum..laletta..iru rakshayum illa trailel..pakka professionalism..ente oru prarthana..ippravisham manju chechide mass dialogue onnum ondkalle..kanji edukutee pole..,4,0
8919,mangatholiii... mattoru neerali avathirunaal mathi. swam pongiyudae chandu pottu look kollaam..,4,0
20587,bigbyl great fathern undaya yamandan item... ith vaarum kodikal,4,0
14577, 160k like avanam ennullavar like adi,4,0
19463,b.e. padipa matum mela iruka kadavulae vanthalum edukave mudiyathu...,3,0
21538,the township contains these two cemeteries glendorado lutheran church and saint francis,1,0
1285,and international aspectsrobert a mundell 1971 ,1,0
14663, pink movie!!! supr movie  thala blockbuster,3,0
5908,at first new development was slowed,1,0
828,n05ax07 prothipendyl n05ax08 risperidone n05ax09 clotiapine n05ax10 mosapramine n05ax11 zotepine n05ax12 aripiprazole n05ax13 paliperidone qn05ax90 amperozide,1,0
13439,vaise aapaka poora naam kya hai,2,0
821, dai siva nee enna bat man aaa,3,0
8433,i am good and you,2,0
20387,evideyo oru pulimurukan touch..muruka ni thernnedaa,4,0
3409,aaruvaadee dislike adich ponath ithrakk kazhappoo,4,0
14127,padhaee pe dhyaan de ye sab mat kar,2,0
3273,if used in elemental form rather than as compounds the metal is harmless,1,0
13170, aiyo thalaya romba late ah parkaran.... sorry thala,3,0
21103,the activity of mediation in itself appeared in very ancient times,1,0
11578,mujhe bhee nahin aa rahee,2,0
20377, telugu trailer release cheyandi director garu జై రజినీ కాంత్,3,0
16405,and the articles good too,1,0
3733, neriya neriya neriya neriyanadaka koodathuu... tha bgm,3,0
13095, thala.....oruthar mela viswasam katrathathukagaa innoratharayum asingaa paduthathingaa,3,0
2009,ward membareeee kandittille vaa 28 nu theatril vaa,4,0
6526, dai eppa enna da ithu. semma da dai.....,3,0
19605,bhaee main bhee londa hee hoon,2,0
22143, ithu yaroda story nu first eh clarify panidunga padam release agum podhu yaru story nu adichikadhinga,3,0
10131,may be so ke uth ke,2,0
22047,you told me bhaee,2,0
2620,samajhate hee nahin hai,2,0
15294,billionaires start 60 million schools effort,1,0
20345, pink remake bt ajith is looking so damn handsome in it,3,0
2606, angane malayalathinu puthiya our director koode kitti,4,0
4093, ammma deee yyyo bgm vara laval,3,0
18708, oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa,4,0
19970, supr hit avumo?...enkil adiku macha like here,4,0
8885,moved confidence equipment political,1,0
6159,the ethnic minority populations of britain vol,1,0
14892,meree dogi ke saath lagee hai,2,0
19787,jewish encyclopedia new testament misunderstood passages,1,0
22377,hamara college bada hai,2,0
6221,tui ki korchish akuni,2,0
20374,however officials likely housed in the west wing are,1,0
16906, pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,3,0
6354,first coment ..laletta love u...raju chetta love u....,4,0
9066,rajini is world super star rajini kanthnna summavaa,3,0
10910, oru horror okke aarnnu pradikshiche ... or a villian dominating psyco movi ...  but... ennalum padam polikkum...,4,0
11414, oronnu padam pidikan irangum..paisa poyathinte  deshyam kondanu ivide trailer thappipidichu comment cheyyunnnathu..arum kanallu .. thank me later,4,0
4374,ith pwolikkum enn urappullavar adi like,4,0
482,nahin mila na dekha mainne,2,0
6241,flat kitana bhk hai,2,0
20596,super super super super super thala,3,0
7543, super thalaiva soon   🤘🤘🤘🤘🤘,3,0
8695, age  68    mammmukka da,4,0
11162, aiwaaa... aaa last scene.... ente ponney ejjaathi trailer,4,0
4057,ന്റമ്മോ ഇജ്ജാതി trailor.. uffftrailor ethegilum.. padam. pwoliyo pwoli,4,0
18179, adchi oda vidu ellarayum orama nadandhu varareda enga thala veerama  thala bloods hit like her,3,0
665,yahaan picture share nahin kar sak te baby,2,0
21427, kola gaandla iruken.....kollama vida maten...... vintage thalaiva back.......,3,0
14532,she usually performs barefoot on stage,1,0
15152,the device with the known or assigned correctness is called the standard,1,0
11519,navya and you,2,0
6898,sab thodee hote hai ek jaise,2,0
13014, o d i y a n,4,0
15043,the history of the czech lands includes the following periods,1,0
7506, wow vera level thank u sankar sir,3,0
14879,depress mat hona be,2,0
18593,aathiii trailer eh epdi na... padam epdiyo,3,0
9947, thala innum neraya neraya neraya neraya....🥂,3,0
5733, vijay sethupathy anna veriyan like here,3,0
65, always thala  agalatheey pathutu trailor pakuravanga like panunga,3,0
14179,for full lyrics go here,1,0
1538, chandu vine orma vannavar ivde common,4,0
19200,the marshals fell into three generational groups,1,0
18474,the wind up bird chronicle readers guide,1,0
17881,bryan then launched an anti evolution campaign,1,0
14625,other bogies followed the first,1,0
6520,haso mat you should know it paagal,2,0
489,bilhari is situated at about 5nbspkm from jabalpur,1,0
6883, 4 bangalikal mannu valichu kadalilekk ittal theeravunnathe ullu ninte japan,4,0
2194,kittee baar change karegee,2,0
19525, kaalaila enthirucha udane nera inga varavanga oru like potu ponga,3,0
11031, rajni sir trending neenga late sir,3,0
13357,prithivraj koodi undayirunnel vere level aayene,4,0
19272,requiring or dependent only,1,0
7097,ek aur tere jaisa paida ho jaega varana manus,2,0
5061,now to do something with it,1,0
17065, mamookka eth polikkum,4,0
6948,he is buried in tishomingo,1,0
21381,bhaee too phir aa,2,0
15539,coming soon thala ne vera leval semaaaa..,3,0
2317,bhavesh this side bhaee koee ladakee milee abhee tak,2,0
8239,malayalathinte evergreen yuthan pirannal aashamsakal mammokka uyirrr,4,0
9214,picture dekhoonga tabhee bata paoonga na yaar kuchh,2,0
18122,an integrated model of cognitive control in task switching,1,0
2869,fall remains relatively warm through november,1,0
9618, theeran adhigaaram ondru fans hit like here,3,0
16833, enthaylum... oru adaar feel undu... tamil look,4,0
716, trailer fast ah podu ana background la main bgm illaye fyt ku varadhinga da unmaiya tha slura,3,0
18218,jaane de atif bhaee ka,2,0
5263,tumhaaree age kya hai,2,0
2079,vera leval hats pakka mass  thalaivar.. marana waiting,3,0
4319,sab log aise hee aaye h,2,0
12152,muscimol is the product of the decarboxylation usually by drying of ibotenic acid,1,0
21549, god marichu ene paranjit ole part karinje oru k.g.f feel thonni,4,0
8934,"innum neraya,neraya neraya,neraya neraya edir paakuroam ......ppphaaa terrific trailer... thala nee vaaa thala",3,0
13125, lucifer ki jay  lallettan polichu mass  verum  massala  marana mass love  you lallettaaaaa,4,0
6972, objection ur honour tavura vera dailogue ille pola,3,0
6869,you cant even passively take part,1,0
21991,three colleges are located in adjoining counties,1,0
19451, ippom itharalum kannan vanno vannavar like button adichooo,4,0
9149,ye kya hota hai,2,0
13004, vera level thala performance idha mathiri nadika oruthan poradhu dhan varanum,3,0
9189, 0.52 & 0.55 semmma super chance a ila.....,3,0
7530,those with cp are sometimes stigmatized and shunned,1,0
15919, thala yoda dialogue delivery ovvonrum sema mass vera level  thala you are great,3,0
17081, yanga kadavur village karthi sir vanthathuku tq ..,3,0
8363,gussa jaldee main jaatee ho,2,0
17832,with one he,1,0
9095,bhagavaan ne tumhen dharatee pe to bheja but bheje mein bheja nahin bheja,2,0
11328,maee delhi mein rahata hoon aur too,2,0
20424, yuvan nee manusane illaya......... ennama music podururinga........ love you so much,3,0
12819,kaee baar khud ko nahin lagata ki galatee huee hai,2,0
3530, adipoli mass padam aarikkum. ikkede alle padam,4,0
5892," why this movie given 12k dislike...?, brooo",3,0
16343,his character chris ritter had a heroic death,1,0
14742,par yahaan kisee ko ladaka hoon bataate hee log chat off kar dete hain,2,0
13793, ith  5 million aaavunn ullappullavar adi ivide like,4,0
13359, last dialogue suit for all fans,3,0
15465,blanda holds the following professional football records,1,0
18921,aadhya real he baakee sab real tha,2,0
11023,childline counsellors only take action if the situation is very serious or life threatening,1,0
12064,kab tak bhaee kitana time lagega,2,0
6001,style ah irukena .. naturally,3,0
12316,he first created the stand i which went to market in 1857,1,0
20553,display picture with my friends,2,0
17643,she signed with parlophone records in april 1999baker,1,0
3426,male here and you,2,0
19722,rajini u r finished.... after visvasam trailer,3,0
14078,kyon saath chaloge kya,2,0
2248, ajith anna fans hit likes,3,0
676, kevalama erukku.... enthe movie la odumanu theriyala........ felputhaa,3,0
3475,the procerus muscles cause the nose to wrinkle,1,0
12996, rajani the great ... hit like if you like thaliavar and get rajinified,3,0
20565,peechhe se aage se,2,0
21086, walker laying traps for gubernatorial run,1,0
7590, vera level acting thalaivar mass's pakka mass sry petta masssss sss,3,0
10903,this kept most of his forces out of sight of the french artillery,1,0
22054,tumhaara real name kya hai,2,0
7901,a doctor uses a stethoscope to listen to the breathing,1,0
22693, age in reverse gear.. ennu parayunnath verthe alla ikkaa..,4,0
9007,thus a fluid of nuclei will generally not undergo fusion,1,0
20759, e padathil elllavarum und but pottiyal ellam pogum....... appurath yama dan kadha verunnund madhura raajayum ethayalum all the best,4,0
19156,posen  has a branch of the presque isle library,1,0
4393,so jao bachche jyaada der nai jaagate,2,0
6355,are kar dee request send,2,0
8026, thalaivar sema... old thalaivar pakura mathiri iruku... thanks to karthik subbaraj,3,0
18423, idi film orma vannath enikk mathram ano ?,4,0
895, hindi serial mari iruku,3,0
11449,it also became a strategic point for the united states,1,0
5301,dheere dheere dil kee zamee,2,0
15989,the term of the city manager is indefinite,1,0
14350,your name please,2,0
11334, inimey paruda youtupe trending 1 vandheuchu ela,3,0
15822,options and models varied from country to country,1,0
13171, pengale thadavi nadikaravanukkum ...pengal urimai kkga nadikaravarukkum niraiya different irukku...thala for real hero,3,0
8288,kal office jaldee jaana,2,0
8580,the law was repealed 14 months after its introduction,1,0
10164, potta thevidiya pasaga .. punda vijay thayoli mavan 🤣,3,0
15278,ek hollywood movie hai wanted angelina b hai usame,2,0
21031,where are you from,2,0
19435,the boundaries of districts shift with each redistricting,1,0
16856, dislike pannavagala paathi pearu vijai blood poaaala,3,0
16676,oru raksheille...mammooka love u...boom boom bgm,4,0
16549,the oswald church was rebuilt in 1501 ,1,0
8566,antha 68 peru mattu en kaila  kedacha,3,0
743, sir pls postpone robo 2.0 movie,3,0
12256,sites of special scientific interest,1,0
15635,hamaaree annual meeting hotee hai,2,0
12537,in january 1971 sweet made their uk television debut on a pop show called lift off performing funny funny,1,0
18243, dubbing remake of pink movie,3,0
14150,sea water moving inland is called a saltwater intrusion,1,0
16123,tumako kaise log pasand hai,2,0
4030, pink trailer kuda appidiye copy pannitenka,3,0
8699,mujhe ek milee phir main khaana khaane gaya beechame toh chhod dee,2,0
21013, thalaivar fan sk ku wishes thalaivar veriyan,3,0
19535,bhaee soja ladakee nahin milegee,2,0
21761,as a,1,0
17421, செம்ம movie vallthukkal iam waiting block buster movie no சந்தேகம்,3,0
11827, ikka fans kuthhy marinjalum luciferinete oru recordum thakarkilla,4,0
9689, seth'a sanda potu saganam mass dilouge .....,3,0
4455,are mujhe bahot neend aa rahee,2,0
15921,okay i will give a number,2,0
16284, sk anna mass i like you anna marana waiting,3,0
7629,padam kandit kidu aayi thoni trailer kaanunvr,4,0
8036,dislikes panavan raktham kaki saavan daaaa saamiyooo,3,0
11316,the figure was placed in position on december 2 1863 ,1,0
18138, ippo mansilai e padam 8 nilayil pottum,4,0
12720,where from you are and what do you do,2,0
5858, entha naiku nadakakuda mudiyathu periya buildup,3,0
9814, odiyanil poya pratheeksha luciferin thannekkua ....etta....minnichekkane .,4,0
2999, i am from karnataka ajith boss fan,3,0
15144, stephene kaanan nale aarokke varunnundee,4,0
14129,facebook pe se page mila talk to strangers bas bevakooph banaana shuroo,2,0
15618,aapako nit mein nahin milee koee,2,0
14955, shankar and ar rahman combo ultimatum,3,0
15599, arjun tha hero va movie super ah irukum,3,0
7365,do you know why i tried this friend finder,2,0
18705, oooo odiyan,4,0
6505,armstrong and byrne divorced in 1938 ,1,0
2966, ethra like & view aayi ennu nokkan vannvarkk like aanulla stalam..,4,0
8105,the production of alf was technically difficult and demanding,1,0
5820,this was nominated less than two weeks ago,1,0
1137,jo bhee is pyaar k kaabil ho,2,0
14231, i am waiting for hadaram kondaan 🦁🦁,3,0
20023, pakka realistic filim aanenn thonunnavar like adikkooooo,4,0
15040, vyshak sir trailer search cheythitt kittunilla innala kittiyirinu,4,0
20152,chora ya chori,2,0
1537,their first full length album masterplan album was released in 2003 ,1,0
5428, ulla kaaryam parayam.....luciferinte trailerinte level prattekshichu ..pakshe ethiyilla.....,4,0
612, 0:53 il prithirajije kandavar adi like,4,0
15518, vijay sethupathi bro.. you are always massssssssssuuuuuuuuu....,3,0
21221,apooo engane pillere teater poora parabu aakuallleee,4,0
11146, kujaali marakaar eghanaa shaheedhayad enn arrkenkhilum ariyoooooo,4,0
18884,nba most valuable player award,1,0
1300,"namakku thevaiyanatha adichu vanganu,,, semma semma semma",3,0
12654,volatile means changing or changeable,1,0
8332, dislike panravanga edhaavadhu saadhichittu dislike pannunga ...,3,0
21731,typical features of image viewers are,1,0
15015, trailer pora..oru pathu kollam mumbulla tamil cinemade trailer polund,4,0
4408, allu vittruchu thalaivaaaaaaaaaaaaaaaaaa..... ithu than marana mass.... mathavanellam waste.........,3,0
17839,ow nta bapaa...aa kaaakki shert  sleeve madakkiyulla varavu...allanu..rrrrromam yeneet ninnu...,4,0
18431,the results were reported to be positive,1,0
22441,raja recode  break chyum oorapulvar like adi,4,0
4303, america atom bomb itittu thirnilaaa pinaa allee bengalikal!!!!!,4,0
11526,abe kya karega jaanakar,2,0
5571," shivaji ku aprom, ippo thaan superstar kitta ivalovu mass pakkiran...  petta paraak",3,0
8610,and this is j programming language +x,1,0
5258,1999 super hit movie vaali continuously 2019 blockbuster movie nerkonda paarvai,3,0
7575, to haters in lollu sabha style : arivu ketta eruma maadu,3,0
1582, trailere ippudi irukkunu appam padam entha level ayirukkum,3,0
10134,thandhira' manidhan vaazhvadhillai..... endhiran veezhvadhillai   version 2.0 semma  mind blowing,3,0
7522,yahaan nahin hai problem i guess,2,0
7961,i am big fan of u punjab,3,0
19275, lokesh kanagaraj movie naalae.... english rap....song vandurum,3,0
239,"pandey idhu aayudha yeluthu ilaaa , yedhukyaa katharaaa!!!",3,0
5634, trailer kanttitt pulimurukantteil mamooty afinayichathupole thoni,4,0
4001, pandey mass ajith sir pakka mass,3,0
3976,oruthar mela viswasatha katradhukkaga innoruthara ya asingapaduthuringa....namma mind vera angaye pogudhe,3,0
17191,conjuring donon dekho bahut mast horror hai yaar,2,0
18889, dislike adikaan vanna para naarikal pinne enthina ith verthee kaanunnath,4,0
4249,tujhe ladakee lag raha hoon kya,2,0
21591, tgfnum masterpiecenum shesham adutha vvan hit aakan pokkunna film,4,0
9774," dhanush and vetri maran fans yaar, yaaru oru like podunga..",3,0
6766,then what to ask,2,0
19326,kya kar rahee ho,2,0
3810,tum nahin ho na yahaan,2,0
22337,jackson is  from michigan international speedway,1,0
3603,borglum was a child of polygamy,1,0
372,vaise allahabad se hu,2,0
5965,time kyoo waste kar rahe,2,0
13570, e padam hit avunnu e trailer kandittu thonnunna #lalettanfans hit #like #spikerztraveller,4,0
254,tum se baaten karane mein maza aa raha hai,2,0
10623, i am marana waiting thala nkp movie,3,0
3634, mammottykku  mathram oru nalla padavum illa,4,0
20278,sometimes they are involved in folding and become sheared and cleaved,1,0
22750,kabhee kabhee thodee bahut acting bhee kar lete hu,2,0
15128,wikipedia talkselected anniversariesmarch 28   edit,1,0
11592,ab to prove hogaya,2,0
11618, ipdi unmayila nadantha arrange marriages love marriagesa vida athikarikum yaarukachum ithu purincha like pannunga,3,0
18892,the campus has undergone major changes over the last nine years,1,0
2475,aap hindi mein karo ge,2,0
5425, namaku theva thavayanatha nama than adichu vanganum .... nama edathuku nama than sanda seyanum....,3,0
21767,so mis vandana mujhe kaisa hona chaahie tumhaare hisaab se,2,0
6,in 1945 philippine commonwealth troops entered sarangani,1,0
15309, ettan fans ibdee common,4,0
9706,another search based on specialized data structures uses self balancing binary search trees and needs only olog n time,1,0
10581,and i shall have him,1,0
16926, andha old style inumm konjam kooda pogala ...apdiyae irkuu ya,3,0
11993, super stars jammed packed in petta movie semma!,3,0
1153, vere level  ikka  uff,4,0
15686, uff. oru rakshayumilla. 6 thavana kandu. pwoli. ikka mass,4,0
10490,precipitation is heavily concentrated in the warmer months,1,0
6954, last drum set kond kidu akki,4,0
8921, ........those vijay fans come here to see this like here...........,3,0
16857,rooney grew up with the film series,1,0
1760, dislike adikan vendi mathram trailer kanunna kure vanangalu,4,0
9331,surya fans eppovume ajith sir ku support thann aana etho oru black sheep  thala ya kalaikkaranga.............,3,0
11544,his spring loaded trigger clicks when pulled,1,0
18662, 82k views  104k likes. views stuck up,3,0
6259,abe toh paagal h kya,2,0
4152,are mujhe sorry bol ke kya hoga,2,0
20265,okay deal saam panch baje,2,0
14478, vera level  diwali winner for sure..    rip bigil    🤒,3,0
8445, swandam recordukal thanne thiruthunaa  nadan pulimuruganekal odane daivame,4,0
13525, trailor kandu kazhinjavar ini e kerala cafe channeliloot varika,4,0
20142,aisa majaak kyon kar raha hai,2,0
20217,wait thoda hass lene do,2,0
11037, padipa mattum namma kitta irunthu eduthukave mudiyathu,3,0
6847, awesome.  looks like hollywood trailer.,3,0
6721,fort waynes ten largest non government employers,1,0
19707, mammootty  unni mukundan  prachi tehlan  siddique  achuthan anusitara iniya kaniha tarun arora suresh krishna  manikuttan sudev nair manikandan,4,0
20636,too v ladakee ke chakkar me aaya tha na,2,0
17670,third that which contains the theory of the linear vector function,1,0
6474, pink dubbing  but am waiting,3,0
2185,the town is named after henry remsen an early settler,1,0
5470,kaithi ticket book pannavanga like pannuga,3,0
17299, trailer kola mass padam meratti utturum,3,0
2090,name to jaan sakata hoon,2,0
10470,thala is always king in tamilnadu pawan star always king tollywood,3,0
9233, petta #1 trending on singapore :),3,0
13674, yes thalaivar  kolai kandula irukaru irangna adiknum,3,0
22746,the desert is the chalbi desert,1,0
16107,they have a daughter maia,1,0
84,mainne god mein khilaaya hai tumako,2,0
5149, onte oru ikkayum kunjikayum muttamurianss of the country,4,0
8977, late ayappo excitment koodyavar like adi,4,0
5216,yaar mein aisa hee hu,2,0
6217,corgan described the recording process for machina,1,0
11903," thala king, getha vaa thala un rasikargal irukkanga",3,0
14563,mere ko laga tha,2,0
8742,this is charged on a maximum capacity basis,1,0
12145,aap se baat aur aapke reply ka intazaar,2,0
8901, aaraadaa dis like adichathe hae .da da da,4,0
12178, prithwiraj pwoli iniyum prithwirajinte ithupolathe adipoli mass padangal irangatte,4,0
14982, mass sethu  anna telugu release plz,3,0
20081,bhaee too repeat hua hai kya,2,0
20951,rolls on timpani are almost exclusively single stroked,1,0
6101,support arrangements were finalized in may 2004 ,1,0
789, lift il kudungi rakshapedunnath ano kadha yenn thoniyavar like adiche,4,0
21273,vicky aur tera,2,0
15156,are baat band nahin huee thee,2,0
16264, sk malayali katta fan from remo,3,0
13009,too gaya be nepali,2,0
16139, superbbb rajini 20 years boy  telugu lo kuda kavalli,3,0
5833,main friend request vejtihu,2,0
4447, marana waitinggggg for another irumbu thirai,3,0
18523,chinas educational horizons are expanding,1,0
16092,city h kya koee,2,0
21782,seriously le lete ho yah kit,2,0
8028, ask dhul  chella kutti super altimate thala. therika vidalam.,3,0
18919, madhura rajayum  usharavatte ...from a lalettan fan .,4,0
12241,about 75 of all paraguayans also speak spanish,1,0
22094,radiyallahu anha may allah be pleased with her,1,0
14991,in 1992 grell passed lynx on to jane and werner reichhold,1,0
15047,ye batao kee aap male ho ya female,2,0
5111,thala ajith kumar nerkonda paarvai semma mass thala,3,0
16522, thala oda getup mass nu nenaikravnga hit likee,3,0
22563,mccartney expressed his interest in the bands song carried above all others,1,0
15887,fine how are you,2,0
19310,trailor cut chey,4,0
17691,bgm kollaam but cia bgm pole ind,4,0
14754,there is currently no professional baseball in the united kingdom,1,0
17192, chila undertaker toon aduku manakunondu  sradhichu kakanaam,4,0
6857,usape click karake usako page number three ke paas drag kar do,2,0
16006, varunnathu manthriyo bhadano alla rajavanu rajavu,4,0
2291, 200k like ah podunga thala blood's 1m varaum,3,0
4987, lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam,4,0
11280,sunny chechiye kaanan vannathu njan maathram aano,4,0
18797,agriculture industry in morocco enjoys a complete tax exemption,1,0
13007,the most snowfall in one year was  in 1996,1,0
7125, vera laval bgm thala for u1,3,0
18691, madhura raja ki jai madhura raja ki jai  madhura raja ki jai  madhura raja ki jai,4,0
2892, i am thalapathy fan neenga parunga neenga tha win panna poringa  i am waiting to thalaivar movie petta paraakkkkkk,3,0
14259,he and 800 others were arrested that day,1,0
2122, new type of rajini but our fav old rajini returns.....vaaa thalaivaaaaa........semma maranamass .....,3,0
11642,this section is concerned with the format of the national competition only,1,0
14320, massnaaa semma massrajini sir superbbb paaaaa,3,0
10607,the second focused on its exculpatory value,1,0
855,ithipo kathiruna film othhu varunnod ariyla tension und.ettateum ilayathalapathiudeum padagal othhu randum high akanam atreulu.,4,0
18314, ikkka romajam ikkka uyir poli ennni 21 kannnam,4,0
13617, thala style sema mass ah iruku,3,0
21567,the two characters are clearly antithetical,1,0
15334,watergate building sold to bentleyforbes group,1,0
11125,the jackson project was completed in 1937 ,1,0
8307,main bhee bhaee,2,0
4832,mein ladakee hee hoon yaar,2,0
14676, osm vikram sir style from karnatakaaa,3,0
15852, ith orumathiri thelungu padam pole undallo,4,0
85,the hashshashin often took contracts from outsiders,1,0
22627, enthonedai id    padakkamo,4,0
5687,tumhaaree hee age kee hu main,2,0
14192, nalla movie aanu ellarum kananam surajettam pwolichu. nalla oru massage thanna movie.,4,0
11888, vera vera vera level thala top takker,3,0
13442,are phutaanee hindi mein bhee hota,2,0
8369, eppadithan super hero aakanum endu kadaisila kaanama peithiduvanga.,3,0
203, pakka pink than... but action jaasthi... but pink than enakku pidichuruku,3,0
13577,haa ghani vaar aviye che,2,0
6733,and what is your good name please,2,0
17874,douglas o  the chicago seven conspiracy trial umkc school of law,1,0
16941, ith polathe oombiya trailer njan kandittilla patti okki surajinte appante soubinte pooru,4,0
14760,galvanism is electricity by a medical reaction,1,0
3053, marana masss manitha katavul thala ajith,3,0
6859, dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu,4,0
9248,nahin milegee bandi,2,0
15117,bas taang tod kar baithe hain,2,0
8487, dislike adicha mahanmare cinema erangumbo kananam,4,0
4820,kam se kam yahaan se,2,0
